,Respondent,Anger,Contempt,Disgust,Fear,Joy,Sadness,Surprise,Sentimentality,Confusion,Brow Furrow,Brow Raise,Cheek Raise,Chin Raise,Dimpler,Eye Closure,Eye Widen,Inner Brow Raise,Lip Corner Depressor,Lip Press,Lip Pucker,Lip Stretch,Lip Suck,Lid Tighten,Nose Wrinkle,Smile,Smirk,Upper Lip Raise,Blink,Grade
0,1,1.1632294387054425,0.2549438765488928,0.39287341929937075,1.4408099031643415,6.499545008723746,0.2687050012126882,0.6740752417163345,1.4600557697318846,0.4268189465268908,0.49441293175516177,1.7120827019379252,4.205576188389108,2.795081322491118,1.9880598413095982,4.865003081310477,17.440392153508906,0.7056174043399196,0.25320204731311036,1.778184135179189,4.920908362470414,1.5777894440037206,10.318576157742529,1.1949259287126746,0.89325919465263,9.275257125261174,0.4820113864238021,2.466853354119753,0.010580980201233365,100.0
1,2,1.5440744956811943,2.3324158397563055,0.4812052785336625,1.4160276272171464,0.5709812072006465,0.4249486918030969,1.505524072683985,0.7199208994429468,1.2008930889101177,1.974602485394274,3.7696445280664226,0.7342531214792378,5.827215660863432,3.704961814341468,2.584217943052553,1.0786084054679328,0.49812170728915534,0.22172936363869883,4.026554739106079,0.7536633254312874,4.5510102491384945,7.177666268222476,1.2929517031897904,0.25781903297275877,0.7019621683687898,2.881101126608439,0.7240631575034802,0.006211577868852459,50.0
2,3,1.8583145443688767,0.5740125772383587,0.34234561133050834,2.3878492586589055,1.129676261738864,0.13547282071914288,3.017968677306077,0.34393474928371714,0.1387810455433229,0.2122191823670085,4.238951985337914,1.5814548431409812,0.6055685413679598,3.7727298898238146,1.5963888543512774,14.0585744339134,1.0458254752886798,0.1438563193059664,1.7751127219696612,1.9788532539539605,0.4982008019429152,3.2413528688143205,0.22947993971739702,0.03633152777104102,1.6671424293071526,1.8283325821829062,0.5169132612109346,0.0026355153500961606,55.0
3,4,1.1674153713706215,2.292134813410444,0.6999269118513285,0.7777259809844066,3.8159915625289607,0.3579084409444749,0.29990298494004236,1.2532241494316732,0.30018687348811646,0.3317104421866912,0.45486717205314214,3.319003602873776,6.206028877857191,9.723702296327565,3.92529873533285,0.625646834100001,0.04698549564573374,0.7729903649080004,10.37376234439094,1.4630265701599667,9.610665096187777,10.321260857279892,3.834506337532589,0.5066636833475622,4.6718868750558205,5.000366224548817,2.3410521064792453,0.011137987286943804,75.0
4,5,0.5528295737565325,3.1257972481772125,0.0897593442616213,0.25826564306581884,4.016242467580927,1.4871970232829548,0.07545719618896186,2.9399435157349085,4.258885927410667,7.28765808886099,0.18304869929039944,3.3608798685046186,11.456872686939338,37.689987427950996,2.433241352293466,0.1710102522999008,0.14464590178138112,5.572728496457878,13.781984308527953,3.3392062551552186,15.879597403186954,11.348794505126941,2.433069843893524,0.7280673598669999,6.761393641807106,9.708483750668623,1.9675518356175083,0.005759010532418591,65.0
5,6,8.371884652557528,2.97390634674161,0.4350119834949546,1.8003505201279957,1.511286840886792,3.069497644507767,0.4564870514264715,1.4512058457268946,6.868748562678279,38.47468705256437,0.7290559992152623,1.1342806433164663,3.8580323375250822,3.6765501962754117,0.32447711585814204,0.6267756522833166,0.6484398921152834,2.273875791599155,3.130875965535009,3.137642637595406,3.8663661221434187,6.878368105585374,9.114809626124728,1.6991110232548186,3.1969590048458887,4.2501858309969345,2.5029148109784702,0.0011442837823780298,55.0
6,7,3.2116631980116552,0.4170584472465694,3.2338452398879576,6.290075360170318,0.23517289823687576,0.42823647835918144,9.443915535990334,0.05056926589083988,2.139127145442089,5.139946998107161,13.305873050018862,0.8365821367843331,0.02265985803851687,0.07088239242794826,6.09886672767405,12.354120945826951,1.3901020433354225,0.023673254474807958,0.1084977118617301,0.4320452170594291,0.022390201048740035,0.052106738756762576,1.1518233563645304,4.127416572448236,0.45060177112199035,0.7843335480674094,11.408654642118012,0.006310753727925085,75.0
7,11,0.6324616725451951,2.3992020996306977,0.21579526979334113,0.7683598065171685,0.5864135798462734,0.24830252532044086,1.2514991642083566,1.3129461434071672,0.5800716814043418,0.6147695434918081,2.451229783712106,1.351233207052106,3.97759173175415,8.842248320198737,2.271072492919702,2.2322223053540613,1.3975689696344484,1.2957853089690374,3.3005466962793064,0.6537791843776013,1.7446869288035132,7.877201481635058,2.755281042256341,0.2418001161205831,1.6174937533537057,4.703330371125816,2.0573074925941723,0.005504421584551525,55.0
8,12,0.24279568580052793,0.7474199101118311,0.07232383751810352,0.44823487690929037,0.033139180730351485,0.29533617823444636,0.28621130898212294,0.5381737516041611,0.3354999487003467,0.6062034957109442,1.7501226717525027,0.5912424001999158,3.3961578035039737,6.320546251921236,2.6028222601474478,0.535111030032883,0.3670877753856829,0.5050975813637599,3.6588966608456417,1.8641156360998548,2.4895820774500934,6.24170831146455,0.24496380305943877,0.12282150885865031,0.4023736214375976,1.9548314517399255,0.12741587698626722,0.0034943840256730255,100.0
9,13,0.6682326924817739,0.8461880145572185,0.535587078802233,0.9946887861468146,1.9701580722444412,0.44726690184772144,2.1724821461496995,0.6553426524293794,0.2936573196872876,0.1479378617731472,3.0382255247430607,1.8957178739747267,2.834770606567779,4.9851642469912285,4.802086094963905,1.077103761337578,1.0282912553977204,2.5931739761849877,3.6901102807272275,1.9173098818387693,2.148790824495757,5.0329611164121015,0.4781200009409561,0.2168934501027237,2.7548142920745042,1.6913275835043415,2.7768579155795905,0.010526025736408475,60.0
10,14,0.5451294744064188,0.8529229253726629,0.332177524377462,0.5004682409830286,0.3133784471389453,1.4067413542699139,0.2764689685290958,1.5658673100860887,0.6961635667999087,0.7973569629251738,1.2016985848663937,1.3162335922554869,7.3912327668966356,9.701174335639575,5.962569389553564,0.29935415677617194,0.40830388264868944,3.4408752305072943,5.444546236007125,4.519209732038323,4.4985820238248495,5.6449793879596,0.39562549859662666,0.46409351302360474,3.447895279970069,2.575909719747627,0.6834808070373414,0.00912751677852349,60.0
11,15,0.573984734081245,1.1958062933120637,0.2455480863287602,0.9183509720560038,5.470981698146927,0.7625352501897754,0.9590828957734112,2.7113476259395504,0.955976594728158,1.1881314695228955,1.6436861451812783,4.397332665480079,5.612249110437197,3.5852481261129405,1.8680003974743855,1.7506822506489832,0.477279966725723,3.9003544440453957,7.314330217628495,8.351831546371212,2.967821119062452,4.856978962489494,1.3456972322317815,0.5068666637503313,6.807984798205529,4.597911216555457,2.0294371015760113,0.0065478355765733,45.0
12,16,0.8796942693427733,4.119208430031806,1.212472704692832,0.664866341041848,0.4361162103499541,2.9201184009942547,0.7697483049892977,1.2558728532598145,1.802977265887481,1.4051540449978428,0.6257268770150435,1.3657412636185688,17.20260642446354,9.665593745774423,2.936976357443607,3.497695618838525,0.14849225466465588,7.564682708742397,10.34101550063982,20.054175410232148,3.3089688029649467,10.86940640212264,0.3441294100882713,1.4496451412433673,1.488482150851321,7.065482407733399,2.2063325667386335,0.006700571963237403,45.0
13,17,0.8385074033894107,4.981426509395198,0.2701432749994608,0.8852975920682313,0.5167355873021781,0.5017914895126265,1.6725781605975951,1.1881148190203623,0.11351380538045368,0.04397897609645921,0.9795099835589363,0.6994735244340993,5.485682461050564,4.3479287162263764,4.661637831958741,6.2956485829657325,0.14654310864854128,1.507710637408269,5.281346992609602,0.19120636842644448,4.947814928531327,6.266008535836493,0.009730161413831175,0.11754853528531797,1.3586859327284142,6.882768806377155,0.7862616778749585,0.007376912643076411,55.0
14,18,0.38519845314175294,0.7373703120500641,0.12381773090920056,0.5021271671131355,0.216005824363702,0.17694674980111846,0.38608780379190605,0.2581371646209969,0.997353097448219,3.7967845306228787,2.724090881518281,0.4934467382663719,1.2902543531541153,1.2210740651191587,1.3454862408873214,2.002436031736808,0.7721847236563677,0.004786001984302468,1.2741415057278536,1.2866404064174404,0.5147525937299534,2.383837102041173,0.37676936132640937,0.14764669861037125,0.3073152414759808,1.7070711724971153,0.43464356927914494,0.013686382393397523,85.0
15,19,1.3640349279152293,1.0792909711359573,0.3205594731080873,1.2458748455596156,2.2065068705545157,1.0705560028711731,0.4706430740528566,1.0428051328446724,2.1524545215108857,8.257977473823171,1.047577281723785,1.7451954788374415,1.1956910196575012,1.796654594104936,4.498295032070042,8.466822849541616,3.828665341648225,0.5937542708211387,1.4487254325194256,0.6370941495927518,1.0745409503161034,1.233866388669778,2.0282785512685666,1.1632328910753869,3.6076993711449763,2.564635968669974,2.923414672859732,0.006978551014179084,55.0
